;trackName;artists;primaryArtist;album;durationMs;explicit;artistGenres;popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;timeSignature
2585;Obsess;['Enjoii'];Enjoii;Obsess;145633;False;['drift phonk', 'wave'];42;0.299;0.394;4.0;-9.456;0.0;0.108;0.0279;0.576;0.111;0.0658;134.991;4.0
2586;Feels (feat. Pharrell Williams, Katy Perry & Big Sean);['Calvin Harris', 'Pharrell Williams', 'Katy Perry', 'Big Sean', 'Funk Wav'];Calvin Harris;Funk Wav Bounces Vol.1;223413;True;['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop rap', 'progressive house', 'uk dance'];76;0.893;0.745;11.0;-3.105;0.0;0.0571;0.0642;0.0;0.0943;0.872;101.018;4.0
2587;A Storm Is Coming;['Lorne Balfe'];Lorne Balfe;Mission: Impossible - Fallout (Music from the Motion Picture);72160;False;['british soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music'];31;0.518;0.433;2.0;-16.205;1.0;0.0424;0.504;0.819;0.285;0.0389;102.048;4.0
2588;in the dark (azynporter vip);['líue', 'Azynporter'];líue;in the dark (azynporter vip);158322;False;['weirdcore'];35;0.725;0.312;5.0;-15.341;1.0;0.0591;0.0555;0.876;0.119;0.504;85.001;4.0
2589;Burnout Eyess;['oOoOO'];oOoOO;oOoOO EP;252714;False;['grave wave', 'witch house'];37;0.638;0.735;8.0;-10.851;1.0;0.052;0.0819;0.536;0.125;0.5;140.01;4.0
2590;Framed;['Eminem'];Eminem;Revival;252960;True;['detroit hip hop', 'hip hop', 'rap'];52;0.744;0.827;7.0;-2.972;1.0;0.113;0.0136;0.0;0.272;0.735;145.972;4.0
2591;Happy Pills;['Paul Leonard-Morgan'];Paul Leonard-Morgan;Limitless;272920;False;['british soundtrack', 'scorecore', 'soundtrack', 'video game music'];33;0.504;0.741;7.0;-8.906;1.0;0.032;0.014;0.0599;0.273;0.226;104.97;4.0
2592;Ciepłe dranie;['Kuki'];Kuki;SUMMERTIME H VOL.2 (MIXTAPE);190733;True;[];57;0.93;0.571;1.0;-8.952;1.0;0.222;0.00479;0.0;0.298;0.244;95.007;4.0
2593;Milion długu;['Białas', 'Lanek'];Białas;HYPER2000;177106;False;['polish hip hop', 'polish trap'];40;0.798;0.673;6.0;-6.718;0.0;0.124;0.665;0.000101;0.289;0.549;100.937;4.0
2594;King of the Jungle;['SHANGUY'];SHANGUY;King of the Jungle;159154;False;['polish pop'];51;0.834;0.895;11.0;-3.919;0.0;0.0893;0.0323;0.0031;0.096;0.703;115.993;4.0
2595;Shivering Soldier;['Hans Zimmer'];Hans Zimmer;Dunkirk (Original Motion Picture Soundtrack);172346;False;['german soundtrack', 'soundtrack'];35;0.219;0.0133;4.0;-35.293;1.0;0.0381;0.963;0.977;0.068;0.0312;95.82;3.0
2596;Will You Love Me Tomorrow?;['Smokey Robinson'];Smokey Robinson;Smokey;280306;False;['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul'];45;0.325;0.327;10.0;-12.301;1.0;0.0286;0.824;0.00899;0.175;0.413;145.669;3.0
2597;Must Be Leaving;['Dan Croll'];Dan Croll;Sweet Disarray;180272;False;['shimmer pop'];22;0.345;0.589;7.0;-10.084;1.0;0.0756;0.0823;0.00131;0.172;0.399;80.49;4.0
2598;Lovely Racquel;['Thomas Newman'];Thomas Newman;The Shawshank Redemption;115466;False;['soundtrack'];25;0.521;0.0106;0.0;-34.506;1.0;0.0337;0.984;0.964;0.1;0.0935;80.935;4.0
2599;Aquapark;['Beteo', 'Żabson'];Beteo;Nowy Pop;192000;False;['polish hip hop', 'polish trap'];34;0.726;0.645;10.0;-6.163;1.0;0.152;0.161;0.0;0.18;0.579;160.041;4.0
2600;Into Infinity;['Adam Taylor'];Adam Taylor;Before I Fall (Original Motion Picture Soundtrack);151493;False;[];20;0.547;0.052;1.0;-26.447;0.0;0.0381;0.991;0.931;0.0836;0.146;100.003;4.0
2601;Superman;['Eminem', 'Dina Rae'];Eminem;The Eminem Show;350320;True;['detroit hip hop', 'hip hop', 'rap'];74;0.802;0.755;4.0;-3.138;0.0;0.0564;0.0215;0.0;0.295;0.58;130.027;4.0
2602;Monte Christo;['Avi', 'Louis Villain'];Avi;Zbiór Pieśni Sycylijskich;241744;False;['polish hip hop', 'polish trap'];43;0.695;0.521;8.0;-9.461;1.0;0.156;0.215;0.0;0.287;0.278;125.001;4.0
2603;One Point Perspective;['Arctic Monkeys'];Arctic Monkeys;Tranquility Base Hotel & Casino;208640;False;['garage rock', 'permanent wave', 'rock', 'sheffield indie'];57;0.714;0.585;8.0;-4.57;1.0;0.0419;0.057;0.00444;0.144;0.842;77.104;4.0
2604;Love Taste;['Moe Shop', 'Jamie Paige', 'Shiki-TMNS'];Moe Shop;Love Taste;176193;True;['future funk', 'kawaii future bass'];70;0.673;0.637;11.0;-8.022;0.0;0.28;0.000837;0.846;0.16;0.592;110.01;4.0
2605;Zima feat. Otsochodzi;['Rasmentalism', 'Otsochodzi'];Rasmentalism;1985;254040;False;['polish alternative', 'polish hip hop'];19;0.772;0.717;1.0;-6.222;1.0;0.156;0.169;0.0;0.429;0.573;88.995;4.0
2606;Intergalactic Highway;['Dynatron'];Dynatron;The Legacy Collection, Vol. I;268762;False;['chillsynth', 'spacewave', 'synthwave'];45;0.49;0.953;2.0;-5.6;0.0;0.037;0.00578;0.713;0.0824;0.282;109.993;4.0
2607;We Came To Party;['Statik Link'];Statik Link;We Came To Party;225000;False;[];2;0.682;0.916;5.0;-2.503;0.0;0.129;0.169;0.306;0.111;0.485;96.016;4.0
2608;Feeling High;['The Mouse Outfit', 'IAMDDB', 'KinKai'];The Mouse Outfit;Jagged Tooth Crook;224374;True;['indie soul', 'manchester hip hop', 'uk alternative hip hop'];55;0.732;0.42;10.0;-3.505;0.0;0.0856;0.377;0.0493;0.313;0.49;83.021;4.0
2609;Babushka Boi;['A$AP Rocky'];A$AP Rocky;Babushka Boi;187105;True;['east coast hip hop', 'hip hop', 'rap', 'trap'];71;0.897;0.743;10.0;-5.446;0.0;0.222;0.304;4.44e-05;0.137;0.905;134.979;4.0
2610;Zabierz mnie do morza;['Adam Repucha'];Adam Repucha;Zabierz mnie do morza;285544;False;[];34;0.322;0.0385;2.0;-30.755;1.0;0.0377;0.929;0.107;0.327;0.251;86.706;4.0
2611;Spal Moje Zdjęcia;['TMK (aka Piekielny)', 'Planet ANM'];TMK (aka Piekielny);Spal Moje Zdjęcia;187454;False;[];26;0.8;0.558;9.0;-11.884;0.0;0.131;0.105;0.0;0.15;0.397;115.112;4.0
2612;Flexin;['Żabson', 'Kaz Bałagane', 'Simpson'];Żabson;To ziomal;233830;False;['polish hip hop', 'polish trap'];32;0.896;0.662;11.0;-3.656;1.0;0.137;0.0613;0.0;0.121;0.667;136.059;4.0
2613;I'm Sending You Away;['M83', 'Anthony Gonzalez', 'Joseph Trapanese'];M83;Oblivion (Original Motion Picture Soundtrack);338094;False;['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop'];47;0.262;0.127;4.0;-15.804;0.0;0.0412;0.794;0.879;0.128;0.0327;128.08;4.0
2614;Pump It;['Black Eyed Peas'];Black Eyed Peas;Monkey Business;213066;False;['dance pop', 'pop', 'pop rap'];70;0.649;0.931;1.0;-3.15;0.0;0.181;0.0093;0.0;0.751;0.744;153.645;4.0
2615;All Star;['Smash Mouth'];Smash Mouth;Astro Lounge;200373;False;['alternative rock', 'pop rock'];80;0.731;0.867;11.0;-5.881;1.0;0.032;0.0395;0.0;0.0861;0.776;104.019;4.0
2616;AJETLAGTOMÓJNOWYDRAG;['Quebonafide', 'Kiełas'];Quebonafide;ROMANTIC PSYCHO;271160;False;['polish hip hop'];48;0.6;0.657;6.0;-8.271;1.0;0.108;0.707;0.0;0.147;0.178;93.047;4.0
2617;Open Bar;['Quebonafide', 'Białas', 'TomB'];Quebonafide;Eklektyka;273400;False;['polish hip hop'];32;0.596;0.497;2.0;-12.564;1.0;0.324;0.598;0.0;0.117;0.545;75.013;4.0
2618;Dzwoni papuga (skit);['Mata'];Mata;Młody Matczak;10613;False;['polish hip hop', 'polish trap'];1;;;;;;;;;;;;
2619;Soup;['Parker'];Parker;Soup;168000;False;[];8;0.65;0.912;2.0;-2.507;1.0;0.0837;0.00719;0.00276;0.0608;0.555;159.977;4.0
2620;Black & Blue;['Miike Snow'];Miike Snow;Miike Snow (Deluxe Edition);219733;False;['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop'];56;0.665;0.793;5.0;-3.888;0.0;0.0302;0.0166;0.000215;0.113;0.475;135.011;4.0
2621;Nie pomogę;['Jan-Rapowanie', 'Nocny'];Jan-Rapowanie;Uśmiech;194506;False;['polish hip hop'];52;0.665;0.799;4.0;-8.506;0.0;0.51;0.811;0.0;0.19;0.306;175.021;4.0
2622;The Syndicate;['Lorne Balfe'];Lorne Balfe;Mission: Impossible - Fallout (Music from the Motion Picture);360026;False;['british soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music'];23;0.136;0.0894;8.0;-21.063;1.0;0.0338;0.351;0.819;0.0782;0.0384;71.792;1.0
2623;Claudia Lewis;['M83'];M83;Hurry Up, We're Dreaming;271720;False;['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop'];40;0.426;0.932;0.0;-4.391;1.0;0.067;0.00231;0.00523;0.395;0.355;107.271;4.0
2624;Burning the Past;['Harry Gregson-Williams'];Harry Gregson-Williams;Kingdom of Heaven (Original Motion Picture Soundtrack);165280;False;['british soundtrack', 'soundtrack', 'video game music'];42;0.16;0.135;5.0;-27.346;1.0;0.04;0.806;0.853;0.112;0.044;85.261;3.0
2625;A Stillness in the Rain (Abigail's Melody);['ConcernedApe'];ConcernedApe;Stardew Valley (Original Game Soundtrack);64285;False;['indie game soundtrack', 'video game music'];42;0.425;0.052;0.0;-19.69;0.0;0.0454;0.991;0.936;0.0935;0.609;97.992;4.0
2626;Never Know;['CHVRN'];CHVRN;Delirium;240000;False;['drift phonk', 'russian electronic', 'wave'];27;0.439;0.81;6.0;-5.198;0.0;0.0433;0.00265;0.874;0.0805;0.0486;87.483;4.0
2627;Lelele;['Książę Kapota', 'Avi'];Książę Kapota;Asymetria (Soundtrack);142346;True;[];11;0.66;0.683;11.0;-5.242;0.0;0.206;0.0359;0.0;0.323;0.281;80.99;4.0
2628;Get Got;['Death Grips'];Death Grips;The Money Store;171866;True;['alternative hip hop', 'escape room', 'experimental hip hop', 'hip hop', 'industrial hip hop'];62;0.57;0.993;7.0;-3.757;1.0;0.337;0.00628;0.00796;0.0876;0.405;87.0;4.0
2629;Everybody's Watching Me (Uh Oh);['The Neighbourhood'];The Neighbourhood;I Love You.;238026;False;['modern alternative rock', 'modern rock', 'pop'];58;0.491;0.944;4.0;-2.879;0.0;0.0558;0.0904;0.565;0.0963;0.493;150.105;4.0
2630;Across The Room (feat. Leon Bridges);['ODESZA', 'Leon Bridges'];ODESZA;A Moment Apart;283537;False;['chillwave', 'ninja'];63;0.566;0.587;6.0;-5.96;1.0;0.0308;0.0155;2.05e-05;0.111;0.246;82.046;4.0
2631;Emotional Loneliness;['King Plague'];King Plague;Lost Soul 2013-2016;70922;False;['wave'];30;0.551;0.586;3.0;-6.459;0.0;0.0451;0.0331;0.0479;0.172;0.353;120.025;4.0
2632;Song For No One;['Miike Snow'];Miike Snow;Miike Snow (Deluxe Edition);248746;False;['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop'];49;0.691;0.825;0.0;-6.536;1.0;0.0342;0.0103;0.088;0.186;0.592;113.956;4.0
2633;BLOOD.;['Kendrick Lamar'];Kendrick Lamar;DAMN.;118066;True;['conscious hip hop', 'hip hop', 'rap', 'west coast rap'];62;0.357;0.238;8.0;-16.78;0.0;0.265;0.142;0.0859;0.55;0.494;156.907;4.0
2634;Hustlin';['Rick Ross'];Rick Ross;Port Of Miami;254093;True;['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];71;0.502;0.652;9.0;-7.224;1.0;0.3;0.0848;0.0;0.0675;0.648;136.08;4.0
2635;Phenomenal;['Eminem'];Eminem;Southpaw (Music From And Inspired By The Motion Picture);282546;True;['detroit hip hop', 'hip hop', 'rap'];61;0.64;0.841;1.0;-2.426;0.0;0.0466;0.153;0.0;0.0457;0.0471;121.075;4.0
2636;Enigma;['Lady Gaga'];Lady Gaga;Chromatica;179760;False;['art pop', 'dance pop', 'pop'];58;0.669;0.804;0.0;-4.035;1.0;0.036;0.0306;0.0;0.694;0.184;116.001;4.0
2637;Singularity;['Jon Hopkins'];Jon Hopkins;Singularity;389200;False;['ambient', 'compositional ambient', 'electronica', 'intelligent dance music', 'neo-classical', 'post-rock'];46;0.526;0.776;1.0;-8.873;1.0;0.0597;0.00389;0.841;0.0865;0.0504;132.996;4.0
2638;Nic z Tego Nie Będzie;['Łona I Webber'];Łona I Webber;Koniec Żartów;228973;False;['polish alternative', 'polish alternative rap', 'polish hip hop'];24;0.77;0.687;10.0;-6.096;0.0;0.223;0.0145;0.0;0.0276;0.9;94.503;4.0
2639;crash;['EDEN'];EDEN;vertigo;232412;True;['indie poptimism', 'modern rock'];68;0.503;0.212;0.0;-12.735;0.0;0.0658;0.872;0.000293;0.12;0.185;118.492;4.0
2640;Speedom (Wwc2);['Tech N9ne', 'Eminem', 'Krizz Kaliko'];Tech N9ne;Special Effects;295306;True;['hip hop', 'kansas city hip hop', 'pop rap'];60;0.708;0.934;10.0;-3.512;0.0;0.133;0.11;0.0;0.27;0.736;130.091;4.0
2641;I mina drömmar - Inner Joy Remix;['Drömhus'];Drömhus;I mina drömmar;275800;False;['bubblegum dance', 'europop'];1;0.739;0.901;7.0;-7.659;0.0;0.0426;0.00409;0.87;0.216;0.836;126.995;4.0
2642;Secret Void - Dave Pen - Voices In The Void Remix;['BOKKA', 'Dave Pen'];BOKKA;Secret Void (Dave Pen - Voices In The Void Remix);306368;False;['polish alternative', 'polish electronica', 'polish indie'];9;0.358;0.599;7.0;-6.751;1.0;0.0311;0.125;0.846;0.0913;0.277;113.891;4.0
2643;Widzisz Więcej;['Otsochodzi'];Otsochodzi;7;146494;True;['polish alternative rap', 'polish hip hop', 'polish trap'];19;0.673;0.905;9.0;-7.935;1.0;0.195;0.519;3.16e-06;0.108;0.441;90.175;4.0
2644;Berzerk;['Eminem'];Eminem;The Marshall Mathers LP2 (Deluxe);238746;True;['detroit hip hop', 'hip hop', 'rap'];69;0.739;0.872;11.0;-4.059;0.0;0.333;0.0217;0.0;0.26;0.684;95.084;4.0
2645;I Get Around;['2Pac', 'Digital Underground'];2Pac;Strictly 4 My N.I.G.G.A.Z...;259000;True;['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap'];70;0.846;0.416;10.0;-13.767;0.0;0.118;0.156;9.34e-06;0.238;0.645;96.188;4.0
2646;Jestem zdrowy;['Solar', 'Bedoes'];Solar;Pokój zero (Deluxe);183933;False;['polish alternative rap', 'polish hip hop'];20;0.699;0.69;4.0;-10.05;0.0;0.776;0.464;1.1e-05;0.357;0.516;139.959;4.0
2647;Firework;['Katy Perry'];Katy Perry;Katy Perry - Teenage Dream: The Complete Confection;227880;False;['dance pop', 'pop', 'post-teen pop'];76;0.638;0.826;8.0;-4.968;1.0;0.0479;0.139;0.0;0.0803;0.649;124.072;4.0
2648;Curtains Close;['Eminem'];Eminem;The Eminem Show;61866;True;['detroit hip hop', 'hip hop', 'rap'];51;0.572;0.412;11.0;-20.224;1.0;0.54;0.518;0.00026;0.334;0.685;99.314;3.0
2649;Electric City;['Black Eyed Peas'];Black Eyed Peas;THE E.N.D. (THE ENERGY NEVER DIES);248146;False;['dance pop', 'pop', 'pop rap'];36;0.771;0.471;0.0;-6.019;1.0;0.0787;0.00754;0.00214;0.142;0.403;89.016;4.0
2650;Heartbreaker;['GEMS'];GEMS;Kill the One You Love;233853;False;['vapor pop', 'vapor soul'];11;0.658;0.499;2.0;-9.635;1.0;0.041;0.242;0.0273;0.0897;0.445;123.996;4.0
2651;Who Will Survive In America;['Kanye West'];Kanye West;My Beautiful Dark Twisted Fantasy;98200;True;['chicago rap', 'rap'];57;0.677;0.842;1.0;-6.111;1.0;0.36;0.228;0.000684;0.856;0.595;116.166;4.0
2652;Anarchia 2019 (zawsze chciałem to zrobić);['Bedoes', 'Lanek'];Bedoes;Opowieści z Doliny Smoków;163866;False;['polish hip hop', 'polish trap'];44;0.596;0.699;4.0;-7.418;0.0;0.0423;0.000947;1.98e-06;0.724;0.43;121.163;4.0
2653;Black Madonna;['Cage The Elephant'];Cage The Elephant;Social Cues;226533;False;['modern rock', 'punk blues', 'rock'];66;0.705;0.728;4.0;-3.184;0.0;0.035;0.00122;0.0693;0.0753;0.966;109.991;4.0
2654;GHOST;['Jaden', 'Christian Rich'];Jaden;GHOST;129733;True;['hip hop', 'pop', 'rap'];61;0.782;0.531;1.0;-6.636;1.0;0.168;0.145;0.0501;0.238;0.247;148.046;4.0
2655;2U;['David Guetta', 'Justin Bieber'];David Guetta;2U;194906;False;['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap'];64;0.551;0.651;8.0;-5.828;0.0;0.0594;0.225;0.0;0.224;0.562;144.875;4.0
2656;An der schönen blauen Donau, Op.314;['Johann Strauss II', 'Berliner Philharmoniker', 'Herbert von Karajan'];Johann Strauss II;Strauss, J.: An der schönen blauen Donau (The Blue Danube);707173;False;['classical', 'late romantic era', 'operetta'];60;0.233;0.0252;2.0;-24.824;1.0;0.0346;0.975;0.601;0.143;0.0936;94.736;4.0
2657;1000 kcal.;['KęKę'];KęKę;ToTu;192226;False;['polish alternative rap', 'polish hip hop'];29;0.756;0.704;2.0;-6.216;1.0;0.217;0.178;0.0;0.159;0.176;119.971;4.0
2658;Kiedy minie czas;['Sulin'];Sulin;Taksydermia;210426;False;['smutny rap'];10;0.582;0.568;0.0;-6.954;0.0;0.421;0.789;0.0;0.194;0.523;170.149;4.0
2659;Moonbound;['Anzo'];Anzo;Moonbound;256812;False;['complextro'];40;0.611;0.848;6.0;-7.258;0.0;0.0321;0.0591;0.82;0.126;0.173;100.034;4.0
2660;Arppyrei;['ZAC'];ZAC;Kick Bass Brazil, Vol. 2;362880;False;['brazilian edm', 'brazilian techno'];43;0.589;0.935;2.0;-6.128;0.0;0.0496;0.0941;0.735;0.102;0.0504;124.862;4.0
2661;Cradle Of The Galaxy;['Andreas Waldetoft'];Andreas Waldetoft;Stellaris Utopia;348438;False;['video game music'];27;0.0626;0.283;10.0;-15.311;1.0;0.0422;0.807;0.783;0.21;0.0331;65.918;4.0
2662;Pagan Dream Machine - Vibrasphere Remix;['Entheogenic'];Entheogenic;Dialogue Of The Speakers;514906;False;['ambient psychill', 'psychill', 'world fusion'];40;0.592;0.506;4.0;-12.327;0.0;0.039;0.00346;0.606;0.406;0.289;89.991;4.0
2663;Ból dupy;['Białas', 'ADM'];Białas;H8M5;225440;False;['polish hip hop', 'polish trap'];39;0.742;0.573;11.0;-8.797;0.0;0.41;0.378;0.0;0.0587;0.395;131.991;4.0
2664;280;['Sitek', 'Voskovy'];Sitek;280;182369;False;['polish alternative rap', 'polish hip hop'];32;0.462;0.789;6.0;-6.033;1.0;0.5;0.226;0.0;0.251;0.578;81.772;4.0
2665;Scared To Live;['The Weeknd'];The Weeknd;After Hours;191306;True;['canadian contemporary r&b', 'canadian pop', 'pop'];69;0.504;0.498;0.0;-8.24;1.0;0.0499;0.131;0.0;0.0929;0.196;87.221;4.0
2666;Rewia;['PRO8L3M'];PRO8L3M;Ground Zero Mixtape;217142;False;['polish alternative rap', 'polish hip hop'];37;0.664;0.671;2.0;-6.986;1.0;0.203;0.248;0.0;0.487;0.186;83.772;4.0
2667;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;['Riton', 'Nightcrawlers', 'Mufasa', 'Hypeman', 'Dopamine'];Riton;Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit];169153;False;['dance pop', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance'];88;0.824;0.862;2.0;-3.424;1.0;0.126;0.0076;0.000132;0.303;0.801;122.98;4.0
2668;Needed You;['ILLENIUM', 'Dia Frampton'];ILLENIUM;Awake;305571;False;['edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house'];56;0.412;0.717;1.0;-4.293;0.0;0.0363;0.158;0.000403;0.089;0.336;140.103;4.0
2669;Dark Moves Of Love;['M83'];M83;Saturdays = Youth;198853;False;['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop'];24;0.342;0.548;7.0;-7.221;1.0;0.0449;2.03e-05;0.912;0.122;0.159;119.87;4.0
2670;Monday;['Kota the Friend'];Kota the Friend;Monday;133758;True;['hip hop', 'rap', 'underground hip hop'];52;0.823;0.63;9.0;-7.12;1.0;0.239;0.177;0.0;0.234;0.58;100.03;4.0
2671;Introduction;['Solar Fields'];Solar Fields;Mirror's Edge (Original Videogame Score);334413;False;['ambient trance', 'downtempo', 'psychill', 'space ambient'];42;0.457;0.504;3.0;-9.949;0.0;0.0314;0.0512;0.908;0.21;0.0784;107.03;4.0
2672;Atrophies;['Blanck Mass'];Blanck Mass;Dumb Flesh;306721;False;['abstractro', 'fluxwork', 'hauntology', 'mandible', 'uk experimental electronic'];21;0.482;0.68;1.0;-11.151;1.0;0.0319;0.00477;0.848;0.302;0.409;168.106;4.0
2673;Wędrowiec Nad Morzem Mgły /;['Bedoes', 'Lanek', 'Białas'];Bedoes;Rewolucja Romantyczna;198948;True;['polish hip hop', 'polish trap'];49;0.784;0.633;10.0;-8.14;0.0;0.179;0.66;0.0;0.262;0.214;112.885;4.0
2674;Gom Jabbar;['Hans Zimmer'];Hans Zimmer;Dune (Original Motion Picture Soundtrack);120466;False;['german soundtrack', 'soundtrack'];58;0.17;0.0537;7.0;-26.656;1.0;0.0349;1.71e-05;0.592;0.0522;0.0364;106.964;5.0
2675;Back of the Car;['Miike Snow'];Miike Snow;iii;216226;False;['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop'];39;0.806;0.681;4.0;-4.436;0.0;0.0287;0.7;0.00851;0.0762;0.953;93.956;4.0
2676;Running out of Time;['TOTO'];TOTO;Toto XIV;246093;False;['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock'];17;0.552;0.895;0.0;-7.122;1.0;0.0443;0.000165;0.024;0.36;0.327;114.991;4.0
2677;Yours;['Black Screens'];Black Screens;Yours;213333;False;[];0;0.363;0.568;7.0;-5.301;0.0;0.0312;0.00589;0.851;0.11;0.52;82.634;4.0
2678;Fly Away;['TheFatRat', 'Anjulie'];TheFatRat;Fly Away;194267;False;['speedrun'];73;0.597;0.581;1.0;-4.565;0.0;0.0366;0.59;4.38e-06;0.137;0.212;147.987;4.0
2679;Shattered Mirrors;['Coals'];Coals;Homework;299428;False;['polish alternative', 'polish electronica'];39;0.42;0.357;9.0;-13.056;0.0;0.0281;0.548;0.0126;0.107;0.215;104.881;4.0
2680;Day-O (The Banana Boat Song);['Harry Belafonte'];Harry Belafonte;Very Best Of Harry Belafonte;184693;False;['adult standards', 'brill building pop', 'calypso', 'lounge'];43;0.639;0.0996;0.0;-16.144;1.0;0.0992;0.949;0.00273;0.105;0.359;121.289;4.0
2681;Ten Thousand Snowflakes;['Colours of Bubbles'];Colours of Bubbles;Inspired by a True Story;415090;False;['lithuanian pop', 'lithuanian rock'];10;0.32;0.504;0.0;-8.032;1.0;0.0373;0.042;0.00576;0.0611;0.156;135.005;4.0
2682;Far Gone (feat. Lil Baby);['Ski Mask The Slump God', 'Lil Baby'];Ski Mask The Slump God;STOKELEY;236586;True;['miami hip hop', 'rap', 'underground hip hop'];54;0.926;0.444;1.0;-9.024;1.0;0.254;0.206;0.0;0.124;0.389;140.085;4.0
2683;Look at Me Now;['Brennan Savage'];Brennan Savage;Look at Me Now;150000;True;['dark trap', 'emo rap'];70;0.649;0.538;0.0;-9.793;0.0;0.0918;0.0483;0.401;0.0928;0.355;160.075;4.0
2684;Mines (Visitor to the Unknown);['ConcernedApe'];ConcernedApe;Stardew Valley (Original Game Soundtrack);128000;False;['indie game soundtrack', 'video game music'];38;0.531;0.306;9.0;-19.731;0.0;0.0266;0.0337;0.303;0.0883;0.222;135.039;4.0
2685;X-15;['Justin Hurwitz'];Justin Hurwitz;First Man (Original Motion Picture Soundtrack);82466;False;['hollywood', 'movie tunes'];29;0.111;0.127;2.0;-33.752;1.0;0.0581;0.92;0.948;0.0654;0.0307;73.823;4.0
2686;Watch (feat. Lil Uzi Vert & Kanye West);['Travis Scott', 'Lil Uzi Vert', 'Kanye West'];Travis Scott;Watch (feat. Lil Uzi Vert & Kanye West);217405;True;['rap', 'slap house'];66;0.706;0.559;4.0;-5.216;0.0;0.0416;0.0372;0.0;0.379;0.252;78.534;4.0
2687;67-410;['Mata', 'Pedro', 'Maurycy Żółtański'];Mata;Młody Matczak;311000;False;['polish hip hop', 'polish trap'];60;0.491;0.377;1.0;-12.307;0.0;0.133;0.719;0.0101;0.131;0.134;115.115;4.0
2688;SAD!;['XXXTENTACION'];XXXTENTACION;?;166605;True;['emo rap', 'miami hip hop'];87;0.74;0.613;8.0;-4.88;1.0;0.145;0.258;0.00372;0.123;0.473;75.023;4.0
2689;Secret Void;['BOKKA'];BOKKA;Life on Planet B;227762;False;['polish alternative', 'polish electronica', 'polish indie'];42;0.571;0.747;7.0;-6.89;1.0;0.0314;0.107;0.0129;0.0936;0.354;114.015;4.0
2690;Isostasy;['Com Truise'];Com Truise;Iteration;266311;False;['chillwave', 'indietronica', 'vaporwave'];33;0.6;0.69;0.0;-8.711;1.0;0.0451;0.000567;0.756;0.905;0.122;167.942;4.0
